# r   n   gradn   gradn2   lapl   tau_KS   tauTF   s2   q   tau_vW
# H Z=1  Koga1999  E=-0.50000000 Ha  T_KS=0.5000000000 Ha
# Note: tau_KS = tau_vW exactly (single orbital) -> alpha_bar = 0 everywhere
1.540821606752016250e-04 3.182118095463721263e-01 -6.364236190927442527e-01 4.050350229391064261e-01 -8.259561714061834209e+03 1.591059047731860632e-01 4.258556466788930295e-01 2.241687849119769482e-01 -1.454641105232856034e+03 1.591059047731860632e-01
1.553834289375520485e-04 3.182109813895928063e-01 -6.364219627791856126e-01 4.050329147077111336e-01 -8.190359521646203575e+03 1.591054906947964032e-01 4.258537995081078664e-01 2.241691738506147169e-01 -1.442459747530725053e+03 1.591054906947964032e-01
1.566956867854792795e-04 3.182101462409734904e-01 -6.364202924819469809e-01 4.050307886828069526e-01 -8.121736867438766240e+03 1.591050731204867452e-01 4.258519367455469995e-01 2.241695660746346463e-01 -1.430380403369803389e+03 1.591050731204867452e-01
1.580190270292013523e-04 3.182093040415030494e-01 -6.364186080830060988e-01 4.050286447143109370e-01 -8.053688898061423970e+03 1.591046520207515247e-01 4.258500582596708717e-01 2.241699616117945326e-01 -1.418402218431279607e+03 1.591046520207515247e-01
1.593535432627453808e-04 3.182084547316726408e-01 -6.364169094633452817e-01 4.050264826508758187e-01 -7.986210800781002945e+03 1.591042273658363204e-01 4.258481639178315903e-01 2.241703604900865399e-01 -1.406524345550887801e+03 1.591042273658363204e-01
1.606993298705669385e-04 3.182075982514714907e-01 -6.364151965029429814e-01 4.050243023398795161e-01 -7.919297803168874452e+03 1.591037991257357453e-01 4.258462535862631015e-01 2.241707627377394485e-01 -1.394745944658993039e+03 1.591037991257357453e-01
1.620564820342255724e-04 3.182067345403827852e-01 -6.364134690807655703e-01 4.050221036274145314e-01 -7.852945172763424125e+03 1.591033672701913926e-01 4.258443271300724753e-01 2.241711683832207369e-01 -1.383066182721175210e+03 1.591033672701913926e-01
1.634250957391165872e-04 3.182058635373791189e-01 -6.364117270747582378e-01 4.050198863582765707e-01 -7.787148216735336064e+03 1.591029317686895594e-01 4.258423844132298020e-01 2.241715774552383855e-01 -1.371484233679313775e+03 1.591029317686895594e-01
1.648052677812595333e-04 3.182049851809183871e-01 -6.364099703618367743e-01 4.050176503759539415e-01 -7.721902281555695481e+03 1.591024925904591936e-01 4.258404252985585337e-01 2.241719899827430695e-01 -1.359999278393162967e+03 1.591024925904591936e-01
1.661970957741443200e-04 3.182040994089395669e-01 -6.364081988178791338e-01 4.050153955226171720e-01 -7.657202752666871675e+03 1.591020497044697835e-01 4.258384496477267689e-01 2.241724059949302406e-01 -1.348610504582417889e+03 1.591020497044697835e-01
1.676006781556348461e-04 3.182032061588579985e-01 -6.364064123177159971e-01 4.050131216391067435e-01 -7.593045054156138576e+03 1.591016030794289993e-01 4.258364573212364279e-01 2.241728255212420973e-01 -1.337317106769267184e+03 1.591016030794289993e-01
1.690161141949312305e-04 3.182023053675613888e-01 -6.364046107351227777e-01 4.050108285649231532e-01 -7.529424648432049253e+03 1.591011526837806944e-01 4.258344481784143154e-01 2.241732485913696948e-01 -1.326118286221421840e+03 1.591011526837806944e-01
1.704435039995905101e-04 3.182013969714049817e-01 -6.364027939428099634e-01 4.050085161382146470e-01 -7.466337035903507967e+03 1.591006984857024908e-01 4.258324220774016844e-01 2.241736752352550543e-01 -1.315013250895627834e+03 1.591006984857024908e-01
1.718829485226070213e-04 3.182004809062074502e-01 -6.364009618124149004e-01 4.050061841957667830e-01 -7.403777754661537074e+03 1.591002404531037251e-01 4.258303788751445773e-01 2.241741054830932722e-01 -1.304001215381646034e+03 1.591002404531037251e-01
1.733345495695520614e-04 3.181995571072459561e-01 -6.363991142144919122e-01 4.050038325729899413e-01 -7.341742380163701455e+03 1.590997785536229781e-01 4.258283184273833899e-01 2.241745393653347407e-01 -1.293081400846704810e+03 1.590997785536229781e-01
1.747984098057744819e-04 3.181986255092520421e-01 -6.363972510185040843e-01 4.050014611039088885e-01 -7.280226524921184136e+03 1.590993127546260211e-01 4.258262405886434898e-01 2.241749769126872294e-01 -1.282253034980415578e+03 1.590993127546260211e-01
1.762746327636615631e-04 3.181976860464066359e-01 -6.363953720928132718e-01 4.049990696211502317e-01 -7.219225838188474881e+03 1.590988430232033179e-01 4.258241452122242254e-01 2.241754181561181891e-01 -1.271515351940151959e+03 1.590988430232033179e-01
1.777633228499613633e-04 3.181967386523356089e-01 -6.363934773046712179e-01 4.049966579559310942e-01 -7.158736005655665394e+03 1.590983693261678045e-01 4.258220321501887673e-01 2.241758631268566115e-01 -1.260867592296884141e+03 1.590983693261678045e-01
1.792645853531671385e-04 3.181957832601051694e-01 -6.363915665202103389e-01 4.049942259380472920e-01 -7.098752749143314759e+03 1.590978916300525847e-01 4.258199012533542271e-01 2.241763118563956381e-01 -1.250309002981468439e+03 1.590978916300525847e-01
1.807785264509637242e-04 3.181948198022169216e-01 -6.363896396044338433e-01 4.049917733958611765e-01 -7.039271826299870554e+03 1.590974099011084608e-01 4.258177523712804446e-01 2.241767643764946416e-01 -1.239838837231385469e+03 1.590974099011084608e-01
1.823052532177371534e-04 3.181938482106033694e-01 -6.363876964212067389e-01 4.049893001562899775e-01 -6.980289030301632920e+03 1.590969241053016847e-01 4.258155853522600509e-01 2.241772207191813082e-01 -1.229456354537925563e+03 1.590969241053016847e-01
1.838448736321475377e-04 3.181928684166230870e-01 -6.363857368332461739e-01 4.049868060447936458e-01 -6.921800189555216093e+03 1.590964342083115435e-01 4.258134000433079214e-01 2.241776809167541906e-01 -1.219160820593813696e+03 1.590964342083115435e-01
1.853974965847658349e-04 3.181918803510553895e-01 -6.363837607021107790e-01 4.049842908853614198e-01 -6.863801167402511055e+03 1.590959401755276947e-01 4.258111962901489633e-01 2.241781450017851507e-01 -1.208951507241280524e+03 1.590959401755276947e-01
1.869632318857753167e-04 3.181908839440963366e-01 -6.363817678881926732e-01 4.049817545005015562e-01 -6.806287861828128371e+03 1.590954419720481683e-01 4.258089739372095672e-01 2.241786130071207195e-01 -1.198827692420556104e+03 1.590954419720481683e-01
1.885421902727378444e-04 3.181898791253532366e-01 -6.363797582507064732e-01 4.049791967112276181e-01 -6.749256205169270288e+03 1.590949395626766183e-01 4.258067328276052277e-01 2.241790849658858442e-01 -1.188788660118806092e+03 1.590949395626766183e-01
1.901344834184260366e-04 3.181888658238395395e-01 -6.363777316476790791e-01 4.049766173370454303e-01 -6.692702163828039374e+03 1.590944329119197698e-01 4.258044728031292747e-01 2.241795609114849430e-01 -1.178833700319491072e+03 1.590944329119197698e-01
1.917402239387211134e-04 3.181878439679705073e-01 -6.363756879359410146e-01 4.049740161959421991e-01 -6.636621737986177322e+03 1.590939219839852536e-01 4.258021937042431038e-01 2.241800408776050968e-01 -1.168962108952148583e+03 1.590939219839852536e-01
1.933595254005779872e-04 3.181868134855574404e-01 -6.363736269711148807e-01 4.049713931043716908e-01 -6.581010961322151161e+03 1.590934067427787202e-01 4.257998953700636302e-01 2.241805248982180754e-01 -1.159173187842598054e+03 1.590934067427787202e-01
1.949925023300572223e-04 3.181857743038029596e-01 -6.363715486076059191e-01 4.049687478772425187e-01 -6.525865900730650537e+03 1.590928871519014798e-01 4.257975776383524091e-01 2.241810130075831131e-01 -1.149466244663562975e+03 1.590928871519014798e-01
1.966392702204248653e-04 3.181847263492961764e-01 -6.363694526985923527e-01 4.049660803279059862e-01 -6.471182656044424220e+03 1.590923631746480882e-01 4.257952403455053658e-01 2.241815052402486574e-01 -1.139840592885704154e+03 1.590923631746480882e-01
1.982999455403210414e-04 3.181836695480066979e-01 -6.363673390960133958e-01 4.049633902681404884e-01 -6.416957359758404891e+03 1.590918347740033489e-01 4.257928833265391400e-01 2.241820016310554498e-01 -1.130295551729065892e+03 1.590918347740033489e-01
1.999746457419970716e-04 3.181826038252803523e-01 -6.363652076505607047e-01 4.049606775081412424e-01 -6.363186176756213172e+03 1.590913019126401762e-01 4.257905064150815377e-01 2.241825022151387736e-01 -1.120830446114925735e+03 1.590913019126401762e-01
2.016634892696223316e-04 3.181815291058331940e-01 -6.363630582116663881e-01 4.049579418565046884e-01 -6.309865304038895374e+03 1.590907645529165970e-01 4.257881094433587088e-01 2.241830070279309528e-01 -1.111444606618050329e+03 1.590907645529165970e-01
2.033665955676614218e-04 3.181804453137467292e-01 -6.363608906274934585e-01 4.049551831202166663e-01 -6.256990970455967727e+03 1.590902226568733646e-01 4.257856922421838775e-01 2.241835161051639325e-01 -1.102137369419350307e+03 1.590902226568733646e-01
2.050840850893217819e-04 3.181793523724621986e-01 -6.363587047449243972e-01 4.049524011046378713e-01 -6.204559436438687953e+03 1.590896761862310993e-01 4.257832546409451302e-01 2.241840294828714719e-01 -1.092908076258930350e+03 1.590896761862310993e-01
2.068160793050730811e-04 3.181782502047754146e-01 -6.363565004095508293e-01 4.049495956134906427e-01 -6.152566993735575124e+03 1.590891251023877073e-01 4.257807964675937584e-01 2.241845471973923365e-01 -1.083756074389533069e+03 1.590891251023877073e-01
2.085627007112379207e-04 3.181771387328311551e-01 -6.363542774656623102e-01 4.049467664488451413e-01 -6.101009965150145035e+03 1.590885693664155776e-01 4.257783175486318794e-01 2.241850692853723792e-01 -1.074680716530374184e+03 1.590885693664155776e-01
2.103240728386558027e-04 3.181760178781178894e-01 -6.363520357562357788e-01 4.049439134111055827e-01 -6.049884704280838378e+03 1.590880089390589447e-01 4.257758177091004459e-01 2.241855957837672053e-01 -1.065681360821363342e+03 1.590880089390589447e-01
2.121003202614197116e-04 3.181748875614621719e-01 -6.363497751229243438e-01 4.049410362989963597e-01 -5.999187595263123512e+03 1.590874437807310859e-01 4.257732967725672557e-01 2.241861267298448646e-01 -1.056757370777706228e+03 1.590874437807310859e-01
2.138915686056867751e-04 3.181737477030229244e-01 -6.363474954060458488e-01 4.049381349095475535e-01 -5.948915052513762930e+03 1.590868738515114622e-01 4.257707545611140176e-01 2.241866621611887378e-01 -1.047908115244891405e+03 1.590868738515114622e-01
2.156979445585632197e-04 3.181725982222858851e-01 -6.363451964445717701e-01 4.049352090380806124e-01 -5.899063520477218844e+03 1.590862991111429425e-01 4.257681908953238614e-01 2.241872021156996186e-01 -1.039132968354049353e+03 1.590862991111429425e-01
2.175195758770643803e-04 3.181714390380582791e-01 -6.363428780761165582e-01 4.049322584781953616e-01 -5.849629473374194276e+03 1.590857195190291395e-01 4.257656055942698470e-01 2.241877466315990441e-01 -1.030431309477688501e+03 1.590857195190291395e-01
2.193565913971504946e-04 3.181702700684625462e-01 -6.363405401369250924e-01 4.049292830217535721e-01 -5.800609414952253246e+03 1.590851350342312731e-01 4.257629984755006425e-01 2.241882957474314597e-01 -1.021802523185801192e+03 1.590851350342312731e-01
2.212091210428385559e-04 3.181690912309310670e-01 -6.363381824618621341e-01 4.049262824588661380e-01 -5.751999878238566453e+03 1.590845456154655335e-01 4.257603693550292001e-01 2.241888495020674388e-01 -1.013245999202336634e+03 1.590845456154655335e-01
2.230772958353913324e-04 3.181679024421998903e-01 -6.363358048843997805e-01 4.049232565778769222e-01 -5.703797425294685127e+03 1.590839512210999451e-01 4.257577180473186562e-01 2.241894079347061530e-01 -1.004761132362038438e+03 1.590839512210999451e-01
2.249612479025839349e-04 3.181667036183034036e-01 -6.363334072366068073e-01 4.049202051653492673e-01 -5.655998646973413997e+03 1.590833518091517018e-01 4.257550443652704519e-01 2.241899710848781757e-01 -9.963473225676448237e+02 1.590833518091517018e-01
2.268611104880486641e-04 3.181654946745679502e-01 -6.363309893491359004e-01 4.049171280060501199e-01 -5.608600162677677872e+03 1.590827473372839751e-01 4.257523481202101223e-01 2.241905389924482572e-01 -9.880039747474459091e+02 1.590827473372839751e-01
2.287770179606986244e-04 3.181642755256061661e-01 -6.363285510512123322e-01 4.049140248829353195e-01 -5.561598620121439126e+03 1.590821377628030830e-01 4.257496291218748619e-01 2.241911116976183227e-01 -9.797304988131966184e+02 1.590821377628030830e-01
2.307091058242311898e-04 3.181630460853108744e-01 -6.363260921706217488e-01 4.049108955771346108e-01 -5.514990695092599708e+03 1.590815230426554372e-01 4.257468871783999798e-01 2.241916892409302475e-01 -9.715263096183829248e+02 1.590815230426554372e-01
2.326575107267114296e-04 3.181618062668489233e-01 -6.363236125336978466e-01 4.049077398679356010e-01 -5.468773091217894944e+03 1.590809031334244616e-01 4.257441220963050221e-01 2.241922716632686885e-01 -9.633908269168369998e+02 1.590809031334244616e-01
2.346223704702368761e-04 3.181605559826554686e-01 -6.363211119653109371e-01 4.049045575327697710e-01 -5.422942539729759119e+03 1.590802779913277343e-01 4.257413336804813375e-01 2.241928590058639426e-01 -9.553234753216976287e+02 1.590802779913277343e-01
2.366038240206833640e-04 3.181592951444272011e-01 -6.363185902888544021e-01 4.049013483471949337e-01 -5.377495799235131926e+03 1.590796475722136005e-01 4.257385217341768113e-01 2.241934513102950277e-01 -9.473236842647175990e+02 1.590796475722136005e-01
2.386020115175335938e-04 3.181580236631167402e-01 -6.363160473262334804e-01 4.048981120848814119e-01 -5.332429655486221236e+03 1.590790118315583701e-01 4.257356860589837089e-01 2.241940486184923753e-01 -9.393908879559086245e+02 1.590790118315583701e-01
2.406170742837887187e-04 3.181567414489259171e-01 -6.363134828978518343e-01 4.048948485175947742e-01 -5.287740921153159434e+03 1.590783707244629586e-01 4.257328264548232988e-01 2.241946509727412995e-01 -9.315245253435258519e+02 1.590783707244629586e-01
2.426491548359632517e-04 3.181554484112997794e-01 -6.363108968225995588e-01 4.048915574151809582e-01 -5.243426435598589705e+03 1.590777242056498897e-01 4.257299427199330855e-01 2.241952584156844674e-01 -9.237240400743877444e+02 1.590777242056498897e-01
2.446983968941647851e-04 3.181541444589200407e-01 -6.363082889178400814e-01 4.048882385455494504e-01 -5.199483064654123154e+03 1.590770722294600203e-01 4.257270346508518211e-01 2.241958709903249802e-01 -9.159888804545265657e+02 1.590770722294600203e-01
2.467649453922586837e-04 3.181528294996986972e-01 -6.363056589993973944e-01 4.048848916746574100e-01 -5.155907700398667657e+03 1.590764147498493486e-01 4.257241020424055722e-01 2.241964887400300643e-01 -9.083184994101703751e+02 1.590764147498493486e-01
2.488489464881185934e-04 3.181515034407715325e-01 -6.363030068815430651e-01 4.048815165664930160e-01 -5.112697260938626641e+03 1.590757517203857663e-01 4.257211446876935090e-01 2.241971117085331811e-01 -9.007123544490498261e+02 1.590757517203857663e-01
2.509505475739634952e-04 3.181501661884917342e-01 -6.363003323769834685e-01 4.048781129830596459e-01 -5.069848690189928675e+03 1.590750830942458671e-01 4.257181623780731394e-01 2.241977399399379123e-01 -8.931699076220317011e+02 1.590750830942458671e-01
2.530698972867820654e-04 3.181488176484231212e-01 -6.362976352968462423e-01 4.048746806843583346e-01 -5.027358957661879685e+03 1.590744088242115606e-01 4.257151549031457649e-01 2.241983734787206528e-01 -8.856906254850707683e+02 1.590744088242115606e-01
2.552071455188453710e-04 3.181474577253334823e-01 -6.362949154506669647e-01 4.048712194283713983e-01 -4.985225058242833256e+03 1.590737288626667412e-01 4.257121220507417148e-01 2.241990123697341630e-01 -8.782739790614826916e+02 1.590737288626667412e-01
2.573624434283078733e-04 3.181460863231881930e-01 -6.362921726463763861e-01 4.048677289710460592e-01 -4.943444011987652630e+03 1.590730431615940965e-01 4.257090636069059131e-01 2.241996566582101225e-01 -8.709194438045303741e+02 1.590730431615940965e-01
2.595359434498979863e-04 3.181447033451431095e-01 -6.362894066902862189e-01 4.048642090662764592e-01 -4.902012863906952589e+03 1.590723516725715547e-01 4.257059793558821692e-01 2.242003063897630155e-01 -8.636264995603272610e+02 1.590723516725715547e-01
2.617277993056997629e-04 3.181433086935380183e-01 -6.362866173870760367e-01 4.048606594658872848e-01 -4.860928683758099396e+03 1.590716543467690092e-01 4.257028690800988002e-01 2.242009616103929903e-01 -8.563946305310460048e+02 1.590716543467690092e-01
2.639381660160242441e-04 3.181419022698893651e-01 -6.362838045397787301e-01 4.048570799196153369e-01 -4.820188565837976057e+03 1.590709511349446825e-01 4.256997325601523663e-01 2.242016223664892727e-01 -8.492233252384422713e+02 1.590709511349446825e-01
2.661671999103737245e-04 3.181404839748840363e-01 -6.362809679497680726e-01 4.048534701750937659e-01 -4.779789628777474718e+03 1.590702419874420182e-01 4.256965695747940148e-01 2.242022887048333857e-01 -8.421120764876769726e+02 1.590702419874420182e-01
2.684150586384982835e-04 3.181390537083717551e-01 -6.362781074167435102e-01 4.048498299778329756e-01 -4.739729015337705277e+03 1.590695268541858776e-01 4.256933799009124386e-01 2.242029606726025082e-01 -8.350603813314456829e+02 1.590695268541858776e-01
2.706819011815456122e-04 3.181376113693581420e-01 -6.362752227387162840e-01 4.048461590712030267e-01 -4.700003892207910212e+03 1.590688056846790710e-01 4.256901633135186658e-01 2.242036383173725278e-01 -8.280677410344071632e+02 1.590688056846790710e-01
2.729678878633050028e-04 3.181361568559981090e-01 -6.362723137119962180e-01 4.048424571964169272e-01 -4.660611449805095617e+03 1.590680784279990545e-01 4.256869195857310717e-01 2.242043216871222877e-01 -8.211336610379109970e+02 1.590680784279990545e-01
2.752731803615462601e-04 3.181346900655878107e-01 -6.362693801311756214e-01 4.048387240925104824e-01 -4.621548902075301157e+03 1.590673450327939054e-01 4.256836484887580041e-01 2.242050108302359179e-01 -8.142576509250189929e+02 1.590673450327939054e-01
2.775979417194546738e-04 3.181332108945584269e-01 -6.362664217891168539e-01 4.048349594963263631e-01 -4.582813486296569863e+03 1.590666054472792135e-01 4.256803497918836277e-01 2.242057057955068045e-01 -8.074392243858192160e+02 1.590666054472792135e-01
2.799423363571622130e-04 3.181317192384680581e-01 -6.362634384769361162e-01 4.048311631424938439e-01 -4.544402462883540466e+03 1.590658596192340291e-01 4.256770232624500494e-01 2.242064066321414473e-01 -8.006778991830329915e+02 1.590658596192340291e-01
2.823065300833761367e-04 3.181302149919948974e-01 -6.362604299839897948e-01 4.048273347634115948e-01 -4.506313115193702288e+03 1.590651074959974487e-01 4.256736686658422197e-01 2.242071133897619584e-01 -7.939731971179077163e+02 1.590651074959974487e-01
2.846906901071062667e-04 3.181286980489297367e-01 -6.362573960978594734e-01 4.048234740892284189e-01 -4.468542749335246299e+03 1.590643490244648683e-01 4.256702857654713346e-01 2.242078261184105026e-01 -7.873246439963951389e+02 1.590643490244648683e-01
2.870949850494904348e-04 3.181271683021681396e-01 -6.362543366043362791e-01 4.048195808478240454e-01 -4.431088693976545073e+03 1.590635841510840698e-01 4.256668743227573493e-01 2.242085448685524340e-01 -7.807317695956155603e+02 1.590635841510840698e-01
2.895195849557208150e-04 3.181256256437036134e-01 -6.362512512874072268e-01 4.048156547647914216e-01 -4.393948300157222548e+03 1.590628128218518067e-01 4.256634340971141572e-01 2.242092696910798488e-01 -7.741941076305992055e+02 1.590628128218518067e-01
2.919646613070701652e-04 3.181240699646193382e-01 -6.362481399292386763e-01 4.048116955634160630e-01 -4.357118941100795382e+03 1.590620349823096691e-01 4.256599648459306606e-01 2.242100006373153875e-01 -7.677111957213086271e+02 1.590620349823096691e-01
2.944303870330199839e-04 3.181225011550808945e-01 -6.362450023101617891e-01 4.048077029646577896e-01 -4.320598012028905941e+03 1.590612505775404473e-01 4.256564663245552826e-01 2.242107377590158712e-01 -7.612825753599375957e+02 1.590612505775404473e-01
2.969169365234911777e-04 3.181209191043284368e-01 -6.362418382086568736e-01 4.048036766871306869e-01 -4.284382929977085951e+03 1.590604595521642184e-01 4.256529382862782596e-01 2.242114811083757986e-01 -7.549077918784805661e+02 1.590604595521642184e-01
2.994244856411776745e-04 3.181193237006689767e-01 -6.362386474013379534e-01 4.047996164470840652e-01 -4.248471133612085396e+03 1.590596618503344883e-01 4.256493804823143767e-01 2.242122307380310653e-01 -7.485863944165791963e+02 1.590596618503344883e-01
3.019532117339846617e-04 3.181177148314684455e-01 -6.362354296629368910e-01 4.047955219583819209e-01 -4.212860083050706635e+03 1.590588574157342228e-01 4.256457926617861487e-01 2.242129867010630440e-01 -7.423179358896311442e+02 1.590588574157342228e-01
3.045032936475715042e-04 3.181160923831438114e-01 -6.362321847662876229e-01 4.047913929324835625e-01 -4.177547259680185562e+03 1.590580461915719057e-01 4.256421745717051675e-01 2.242137490510020814e-01 -7.361019729571736434e+02 1.590580461915719057e-01
3.070749117380006435e-04 3.181144562411553078e-01 -6.362289124823106157e-01 4.047872290784236826e-01 -4.142530165980053425e+03 1.590572281205776539e-01 4.256385259569560597e-01 2.242145178418309959e-01 -7.299380659915249225e+02 1.590572281205776539e-01
3.096682478844935073e-04 3.181128062899980513e-01 -6.362256125799961026e-01 4.047830301027913191e-01 -4.107806325345492951e+03 1.590564031449990257e-01 4.256348465602770581e-01 2.242152931279896011e-01 -7.238257790466925599e+02 1.590564031449990257e-01
3.122834855022938632e-04 3.181111424131940479e-01 -6.362222848263880959e-01 4.047787957097097045e-01 -4.073373281912190578e+03 1.590555712065970240e-01 4.256311361222425704e-01 2.242160749643781759e-01 -7.177646798275418405e+02 1.590555712065970240e-01
3.149208095556403522e-04 3.181094644932842552e-01 -6.362189289865685105e-01 4.047745256008162817e-01 -4.039228600382632976e+03 1.590547322466421276e-01 4.256273943812458604e-01 2.242168634063612664e-01 -7.117543396592186582e+02 1.590547322466421276e-01
3.175804065708476048e-04 3.181077724118198669e-01 -6.362155448236397337e-01 4.047702194752407223e-01 -4.005369865853877855e+03 1.590538862059099334e-01 4.256236210734791747e-01 2.242176585097720443e-01 -7.057943334568352611e+02 1.590538862059099334e-01
3.202624646494989756e-04 3.181060660493547076e-01 -6.362121320987094153e-01 4.047658770295856634e-01 -3.971794683646755857e+03 1.590530330246773538e-01 4.256198159329174224e-01 2.242184603309154978e-01 -6.998842396954016749e+02 1.590530330246773538e-01
3.229671734817499205e-04 3.181043452854359632e-01 -6.362086905708719264e-01 4.047614979579034489e-01 -3.938500679136498547e+03 1.590521726427179816e-01 4.256159786912972476e-01 2.242192689265735950e-01 -6.940236403800158769e+02 1.590521726427179816e-01
3.256947243597436981e-04 3.181026099985965749e-01 -6.362052199971931499e-01 4.047570819516769225e-01 -3.905485497584806126e+03 1.590513049992982875e-01 4.256121090781004312e-01 2.242200843540080035e-01 -6.882121210163002161e+02 1.590513049992982875e-01
3.284453101911410195e-04 3.181008600663458585e-01 -6.362017201326917171e-01 4.047526286997957801e-01 -3.872746803973289843e+03 1.590504300331729293e-01 4.256082068205331304e-01 2.242209066709655307e-01 -6.824492705810856705e+02 1.590504300331729293e-01
3.312191255127634867e-04 3.180990953651618991e-01 -6.361981907303237982e-01 4.047481378885374736e-01 -3.840282282838341416e+03 1.590495476825809495e-01 4.256042716435087248e-01 2.242217359356807604e-01 -6.767346814933417818e+02 1.590495476825809495e-01
3.340163665043521714e-04 3.180973157704820031e-01 -6.361946315409640063e-01 4.047436092015429532e-01 -3.808089638107361679e+03 1.590486578852410016e-01 4.256003032696268895e-01 2.242225722068815208e-01 -6.710679495853511298e+02 1.590486578852410016e-01
3.368372310024424221e-04 3.180955211566943719e-01 -6.361910423133887438e-01 4.047390423197959608e-01 -3.776166592936371671e+03 1.590477605783471859e-01 4.255963014191551097e-01 2.242234155437923260e-01 -6.654486740741236872e+02 1.590477605783471859e-01
3.396819185143564682e-04 3.180937113971292751e-01 -6.361874227942585502e-01 4.047344369216006599e-01 -3.744510889548982959e+03 1.590468556985646376e-01 4.255922658100091960e-01 2.242242660061386228e-01 -6.598764575330515072e+02 1.590468556985646376e-01
3.425506302323131193e-04 3.180918863640502248e-01 -6.361837727281004495e-01 4.047297926825593750e-01 -3.713120289076715835e+03 1.590459431820251124e-01 4.255881961577338002e-01 2.242251236541512871e-01 -6.543509058637998805e+02 1.590459431820251124e-01
3.454435690476576472e-04 3.180900459286447046e-01 -6.361800918572894092e-01 4.047251092755491664e-01 -3.681992571400648103e+03 1.590450229643223523e-01 4.255840921754814876e-01 2.242259885485707593e-01 -6.488716282684355292e+02 1.590450229643223523e-01
3.483609395652111475e-04 3.180881899610153996e-01 -6.361763799220307991e-01 4.047203863707000693e-01 -3.651125534994401278e+03 1.590440949805076998e-01 4.255799535739936412e-01 2.242268607506514855e-01 -6.434382372217862667e+02 1.590440949805076998e-01
3.513029481177414406e-04 3.180863183301710917e-01 -6.361726366603421834e-01 4.047156236353717240e-01 -3.620516996768436911e+03 1.590431591650855458e-01 4.255757800615804776e-01 2.242277403221660526e-01 -6.380503484440334887e+02 1.590431591650855458e-01
3.542698027805558903e-04 3.180844309040173901e-01 -6.361688618080347801e-01 4.047108207341304498e-01 -3.590164791915652586e+03 1.590422154520086950e-01 4.255715713441000636e-01 2.242286273254096018e-01 -6.327075808735335158e+02 1.590422154520086950e-01
3.572617133862180934e-04 3.180825275493474602e-01 -6.361650550986949204e-01 4.047059773287255413e-01 -3.560066773758277577e+03 1.590412637746737301e-01 4.255673271249381662e-01 2.242295218232046861e-01 -6.274095566398672190e+02 1.590412637746737301e-01
3.602788915393878425e-04 3.180806081318325873e-01 -6.361612162636651746e-01 4.047010930780657878e-01 -3.530220813596044081e+03 1.590403040659162937e-01 4.255630471049870467e-01 2.242304238789051551e-01 -6.221559010371146314e+02 1.590403040659162937e-01
3.633215506317875616e-04 3.180786725160131279e-01 -6.361573450320262557e-01 4.046961676381964912e-01 -3.500624800555639467e+03 1.590393362580065639e-01 4.255587309826256992e-01 2.242313335564011245e-01 -6.169462424973532961e+02 1.590393362580065639e-01
3.663899058572940744e-04 3.180767205652885732e-01 -6.361534411305771464e-01 4.046912006622747082e-01 -3.471276641441406809e+03 1.590383602826442866e-01 4.255543784536977570e-01 2.242322509201230274e-01 -6.117802125643792124e+02 1.590383602826442866e-01
3.694841742271585809e-04 3.180747521419081125e-01 -6.361495042838162250e-01 4.046861918005451031e-01 -3.442174260587308254e+03 1.590373760709540563e-01 4.255499892114905647e-01 2.242331760350467773e-01 -6.066574458676481072e+02 1.590373760709540563e-01
3.726045745853548397e-04 3.180727671069611406e-01 -6.361455342139222813e-01 4.046811407003165773e-01 -3.413315599710118931e+03 1.590363835534805703e-01 4.255455629467141399e-01 2.242341089666980147e-01 -6.015775800964338487e+02 1.590363835534805703e-01
3.757513276240571302e-04 3.180707653203674323e-01 -6.361415306407348647e-01 4.046760470059370118e-01 -3.384698617763855054e+03 1.590353826601837162e-01 4.255410993474795789e-01 2.242350497811567145e-01 -5.965402559742027506e+02 1.590353826601837162e-01
3.789246558992486434e-04 3.180687466408672059e-01 -6.361374932817344119e-01 4.046709103587686762e-01 -3.356321290795418463e+03 1.590343733204336030e-01 4.255365980992768526e-01 2.242359985450621263e-01 -5.915451172332060423e+02 1.590343733204336030e-01
3.821247838464620922e-04 3.180667109260112424e-01 -6.361334218520224848e-01 4.046657303971631925e-01 -3.328181611801451709e+03 1.590333554630056212e-01 4.255320588849532126e-01 2.242369553256176318e-01 -5.865918105892801577e+02 1.590333554630056212e-01
3.853519377966529188e-04 3.180646580321510597e-01 -6.361293160643021194e-01 4.046605067564367775e-01 -3.300277590586391852e+03 1.590323290160755298e-01 4.255274813846912085e-01 2.242379201905950192e-01 -5.816799857168618928e+02 1.590323290160755298e-01
3.886063459922067809e-04 3.180625878144287544e-01 -6.361251756288575088e-01 4.046552390688448186e-01 -3.272607253621713880e+03 1.590312939072143772e-01 4.255228652759862062e-01 2.242388932083397013e-01 -5.768092952242110414e+02 1.590312939072143772e-01
3.918882386030819666e-04 3.180605001267668985e-01 -6.361210002535337971e-01 4.046499269635563389e-01 -3.245168643906350553e+03 1.590302500633834493e-01 4.255182102336242389e-01 2.242398744477755446e-01 -5.719793946288410780e+02 1.590302500633834493e-01
